Unit Id,Institution Name,Name of chief administrator,Title of chief administrator,General information telephone,Office of Postsecondary Education (OPE) ID,Address,Website address
238193,Alverno College,Andrea Lee,President,"4,143,826,000",383200,"3400 S 43rd  St, Milwaukee, WI 53234-3922",https://www.alverno.edu
238263,Madison Area Technical College,Jack E Daniels III,President,"6,082,466,100",400700,"1701 Wright Street, Madison, WI 53704-2599",madisoncollege.edu
238324,Bellin College,Dr. Connie Boerst,President/Chief Executive Officer,"9,204,336,699",663900,"3201 Eaton Road, Green Bay, WI 54311",https://www.bellincollege.edu
238333,Beloit College,Dr. Scott Bierman,President,"6,083,632,000",383500,"700 College St, Beloit, WI 53511-5595",www.beloit.edu
238397,Blackhawk Technical College,Tracy P. Pierner,President,"6,087,586,900",539000,"6004 South County Road G, Janesville, WI 53547-5009",www.blackhawk.edu
238430,Cardinal Stritch University,Kathleen A. Rinehart,President,"4,144,104,000",383700,"6801 N Yates Rd, Milwaukee, WI 53217-3985",https://www.stritch.edu
238458,Carroll University,Cindy Gnadinger,President,"2,625,471,211",383800,"100 N East Ave, Waukesha, WI 53186",www.carrollu.edu
238476,Carthage College,John R. Swallow,President,"2,625,518,500",383900,"2001 Alford Park Dr, Kenosha, WI 53140-1994",www.carthage.edu
238573,Columbia College of Nursing,Heather Vartanian,President and Dean,"4,143,262,330",4159400,"4425 N Port Washington Rd, Glendale, WI 53212",www.ccon.edu
238616,Concordia University-Wisconsin,Patrick Ferry,President,"2,622,435,700",384200,"12800 N Lake Shore Dr, Mequon, WI 53097-2402",https://www.cuw.edu
238661,Edgewood College,Scott Flanagan,President,"6,086,634,861",384800,"1000 Edgewood College Drive, Madison, WI 53711-1997",www.edgewood.edu
238722,Fox Valley Technical College,Dr. Susan May,President,"9,207,355,600",974400,"1825 N Bluemound Dr, Appleton, WI 54912-2277",https://www.fvtc.edu
238759,Gateway Technical College,Dr. Bryan Albrecht,President,"2,625,642,200",538900,"3520 30th Ave, Kenosha, WI 53144-1690",https://www.gtc.edu
238810,The Professional Hair Design Academy,William Rauckman,Chief Executive Officer,"7,158,352,345",3220300,"3408 Mall Drive, Eau Claire, WI 54701-7633",phdacademy.edu
238980,Lakeland University,David R. Black,President of the College,"9,205,651,000",385400,"W3718 South Drive, Plymouth, WI 53073",www.lakeland.edu
239008,Lakeshore Technical College,Dr. Paul Carlsen,President,"92,069,310,001,192",919400,"1290 North Avenue, Cleveland, WI 53015-1414",www.gotoltc.edu
239017,Lawrence University,Mark Burstein,President,"9,208,327,000",385600,"College Ave, Appleton, WI 54911",www.lawrence.edu
239071,Maranatha Baptist University,Marty Marriott,President,"9,202,619,300",2317200,"745 West Main Street, Watertown, WI 53094",www.mbu.edu
239080,Marian University,Dr. Andrew P. Manion,President,"9,209,237,600",386100,"45 S National Ave, Fond Du Lac, WI 54935-4699",https://www.marianuniversity.edu
239105,Marquette University,Dr. Michael Lovell,President,"4,142,887,710",386300,"1250 W Wisconsin Avenue, Milwaukee, WI 53233",www.marquette.edu
239169,Medical College of Wisconsin,"John R. Raymond, Sr., MD","President, Chief Executive Officer","4,149,558,296",2453500,"8701 Watertown Plank Road, Milwaukee, WI 53226-0509",www.mcw.edu
239220,Mid-State Technical College,Shelly Mondeik,President,"7,154,225,300",538000,"500 32nd St N, Wisconsin Rapids, WI 54494",www.mstc.edu
239248,Milwaukee Area Technical College,Dr. Vicki Martin,President,"4,142,976,370",386600,"700 W State St, Milwaukee, WI 53233-1443",matc.edu
239309,Milwaukee Institute of Art & Design,Jeffrey Morin,President,"4,148,473,200",2077100,"273 E Erie St, Milwaukee, WI 53202-6003",www.miad.edu
239318,Milwaukee School of Engineering,John Y. Walz,President,"8,003,326,763",386800,"1025 N Broadway, Milwaukee, WI 53202-3109",www.msoe.edu
239372,Moraine Park Technical College,Bonnie Baerwald,President,"9,209,292,483",925600,"235 N National Avenue, Fond du Lac, WI 54936-1940",www.morainepark.edu
239390,Mount Mary University,Christine Pharr,President,"4,149,303,000",386900,"2900 N. Menomonee River Pky, Milwaukee, WI 53222-4597",www.mtmary.edu/
239424,Nashotah House,Garwood P. Anderson,President and Provost,"2,626,466,500",387400,"2777 Mission Rd, Nashotah, WI 53058-9793",www.nashotah.edu
239442,Nicolet Area Technical College,Richard Nelson,President,"7,153,654,410",538400,"5364 College Drive, Rhinelander, WI 54501-0518",https://www.nicoletcollege.edu/
239460,Northcentral Technical College,Dr. Lori Weyers,President,"7,156,753,331",538700,"1000 Campus Dr, Wausau, WI 54401-1899",www.ntc.edu
239488,Northeast Wisconsin Technical College,H Jeffrey Rafn,President,"9,204,985,400",530100,"2740 W Mason St, Green Bay, WI 54307-9042",https://www.nwtc.edu
239512,Northland College,Marvin Suomi,President,"7,156,821,699",387500,"1411 Ellis Avenue, Ashland, WI 54806-3999",https://www.northland.edu
239628,Ripon College,Zach P. Messitte,President,"9,207,488,115",388400,"300 West Seward Street, Ripon, WI 54971-0248",www.ripon.edu
239637,Sacred Heart Seminary and School of Theology,"Very Rev. Raúl Gómez-Ruiz SDS, PhD",President-Rector,"4,144,258,300",2078000,"7335 S Hwy 100, Franklin, WI 53132",www.shsst.edu/
239716,Saint Norbert College,Brian J. Bruess,President,"9,203,373,181",389200,"100 Grant St, De Pere, WI 54115-2099",www.snc.edu
239743,Holy Family College,Dr. Robert Callahan,President,"9,206,866,175",385000,"2406 S Alverno Rd, Manitowoc, WI 54220-9319",www.holyfamilycollege.edu/
239877,State College of Beauty Culture Inc,Andrea L Burns,President,"7,158,452,888",941900,"1930 Grand Avenue, Wausau, WI 54403",www.statecollegeofbeauty.com
239910,Southwest Wisconsin Technical College,Jason S. Wood,President,"6,088,223,262",766900,"1800 Bronson Blvd, Fennimore, WI 53809-9778",https://www.swtc.edu
240107,Viterbo University,Dr. Glena Temple,President,"6,087,963,001",391100,"900 Viterbo Drive, La Crosse, WI 54601-8804",www4.viterbo.edu
240116,Chippewa Valley Technical College,Bruce Barker,President,"7,158,336,200",530400,"620 W Clairemont Ave, Eau Claire, WI 54701-6162",www.cvtc.edu
240125,Waukesha County Technical College,Kaylen Betzig,President,"2,626,915,566",529400,"800 Main Street, Pewaukee, WI 53072-4601",www.wctc.edu
240170,Western Technical College,Roger Stanford EdD,President,"6,087,859,200",384000,"400 Seventh St. North, La Crosse, WI 54601",https://www.westerntc.edu
240189,University of Wisconsin-Whitewater,Dwight Watson,Chancellor,"2,624,721,234",392600,"800 W Main St, Whitewater, WI 53190-1790",www.uww.edu
240198,Wisconsin Indianhead Technical College,John Will,President,"7,154,682,815",1182400,"505 Pine Ridge Drive, Shell Lake, WI 54871-8727",https://www.witc.edu
240213,Wisconsin School of Professional Psychology,Kathleen M Rusch,President,"4,144,649,777",2271300,"9120 W Hampton Ave, Milwaukee, WI 53225-4960",www.wspp.edu
240268,University of Wisconsin-Eau Claire,James Schmidt,Chancellor,"7,158,364,636",391700,"105 Garfield Ave, Eau Claire, WI 54701",www.uwec.edu
240277,University of Wisconsin-Green Bay,Gary L. Miller,Chancellor,"9,204,652,111",389900,"2420 Nicolet Dr, Green Bay, WI 54311-7001",www.uwgb.edu
240329,University of Wisconsin-La Crosse,Joe Gow,Chancellor,"6,087,858,000",391900,"1725 State St, La Crosse, WI 54601-9959",www.uwlax.edu
240338,Wisconsin Lutheran College,Daniel W. Johnson,President,"4,144,438,800",2136600,"8800 W Bluemound Rd, Milwaukee, WI 53226-4699",www.wlc.edu
240365,University of Wisconsin-Oshkosh,Andrew Leavitt,Chancellor,"9,204,241,234",392000,"800 Algoma Blvd, Oshkosh, WI 54901",https://www.uwosh.edu
240374,University of Wisconsin-Parkside,Deborah L. Ford,Chancellor,"2,625,952,345",501500,"900 Wood Rd, Kenosha, WI 53144",https://www.uwp.edu
240392,Herzing University-Madison,William Vinson,President,"8,005,821,227",962100,"5218 E. Terrace Dr., Madison, WI 53718",https://www.Herzing.edu
240417,University of Wisconsin-Stout,Patrick Guilfoile,Interim Chancellor,"7,152,321,122",391500,"712 S Broadway St, Menomonie, WI 54751",www.uwstout.edu
240426,University of Wisconsin-Superior,Renee Wachter,Chancellor,"7,153,948,101",392500,"1605 Catlin Ave, Superior, WI 54880-4500",https://www.uwsuper.edu
240444,University of Wisconsin-Madison,Rebecca Blank,Chancellor,"6,082,632,400",389500,"500 Lincoln Dr, Madison, WI 53706-1380",www.wisc.edu
240453,University of Wisconsin-Milwaukee,Mark Mone,Chancellor,"4,142,291,122",389600,"2200 E Kenwood Blvd, Milwaukee, WI 53211",uwm.edu
240462,University of Wisconsin-Platteville,Dennis J. Shields,Chancellor,"6,083,421,491",392100,"1 University Plaza, Platteville, WI 53818-3099",https://www.uwplatt.edu
240471,University of Wisconsin-River Falls,Dean Van Galen,Chancellor,"7,154,253,911",392300,"410 S 3rd St, River Falls, WI 54022-5001",https://www.uwrf.edu
240480,University of Wisconsin-Stevens Point,Bernie Patterson,Chancellor,"7,153,460,123",392400,"2100 Main St, Stevens Point, WI 54481-3897",https://www.uwsp.edu
240505,Casper College,Darren Divine,President,"3,072,682,110",392800,"125 College Drive, Casper, WY 82601-4699",https://www.caspercollege.edu
240514,Central Wyoming College,Dr. Brad Tyndall,President of the College,"8,007,358,418",728900,"2660 Peck Avenue, Riverton, WY 82501",https://www.cwc.edu/
240596,Eastern Wyoming College,Dr. Lesley Travers,President,"3,075,328,200",392900,"3200 West C St, Torrington, WY 82240-1699",ewc.wy.edu
240620,Laramie County Community College,Joe Schaffer,President,"30,777,852,221,357",925900,"1400 E College Dr, Cheyenne, WY 82007-3299",www.lccc.wy.edu
240657,Northwest College,Stefani Hicswa,President,"3,077,546,000",393100,"231 W 6th St, Powell, WY 82435-1898",www.nwc.edu
240666,Northern Wyoming Community College District,Walter Tribley,President,"30,767,505,050",393000,"1 Whitney Way, Sheridan, WY 82801",www.sheridan.edu
240693,Western Wyoming Community College,Kimberly Dale,President,"3,073,821,600",393300,"2500 College Dr, Rock Springs, WY 82901",https://www.westernwyoming.edu
240709,Cheeks Beauty Academy,Robert M Stevenson,Financial Aid Admin,"3,076,378,700",2211900,"207 W 18 St, Cheyenne, WY 82001-4413",www.cheeksusa.com
240718,WyoTech,Kyle Morris,Director of Operations,"3,077,423,776",915700,"1889 Venture Drive, Laramie, WY 82070-9519",https://www.wyotech.edu
240727,University of Wyoming,Neil Theobald,Acting President,"3,077,661,121",393200,"Corner of Ninth and Ivinson, Laramie, WY 82071",www.uwyo.edu
240736,American Samoa Community College,Rosevonne Pato,President,"6,846,999,155,370",1001000,"P.O. Box 2609, PagoPago, AS 96799-2609",www.amsamoa.edu
240745,Guam Community College,Dr. Mary A.Y. Okada,President,"6,717,355,700",1536100,"1 Sesame Street, Mangilao, GU 96913",www.guamcc.edu
240754,University of Guam,Dr. Thomas W. Krise,President,"6,717,352,900",393500,"303 University Drive, UOG Station, Mangilao, GU 96923",https://www.uog.edu
240790,Northern Marianas College,Frankie M. Eliptico,Interim President,"6,702,376,700",3033000,"As Terlaje Campus, Saipan, MP 96950-1250",www.marianas.edu/
240879,Institute of Beauty Careers,Magaly Gonzalez,Fiscal Officer,"7,878,782,880",2343600,"199 Llorens Torres Ave Corner To Coll y Toste St, Arecibo, PR 00613",www.ibcbelleza.com
240985,Educational Technical College-Recinto de Bayamon,Emilio Huyke,President,"7,877,808,234",2570400,"CALLE SANTA CRUZ #28, BAYAMON, PR 00961",www.edutecpr.com
241100,American University of Puerto Rico,Juan C. Nazario-Torres,President,"78,762,020,401,040",1194100,"Carr. #2, Km.14.4, Bo. Hato Tejas, Bayamon, PR 00960-2037",aupr.edu
241128,American University of Puerto Rico,Juan C.  Nazario-Torres,President,"78,762,128,353,601",1194101,"Carretera Estatal #2 Km.48.1, Manati, PR 00674-1082",aupr.edu
241146,American Educational College,Joaquin E. Gonzalez Pinto,President,"7,877,981,199,251",2303800,"45 Santa Cruz Street, Bayamon, PR 00961",www.amedcopr.com
241182,Antilles School of Technical Careers,Guadalupe Milán,President,"7,872,682,244",2234900,"Calle Cayey # 1911, San Juan, PR 00909",https://antillespr.edu/
241191,Universidad Adventista de las Antillas,Obed Jimenez,President,"78,783,495,950",501900,"Carr 106 Km 2.2 Int, Mayaguez, PR 00680-0000",www.uaa.edu/
241216,Atlantic University College,Teresa de Dios-Unanue,President,"78,772,010,221,000",2505400,"Colton St. # 9, Guaynabo, PR 00970",www.atlanticu.edu
241225,Universidad Central de Bayamon,Angel Valentin Roman,President Interin,"78,778,630,302,100",502200,"Avenida Zaya Verde La Milagrosa Barrio Hato Tejas, Bayamón, PR 00960-1725",www.ucb.edu.pr
241304,Columbia Central University-Caguas,Mrs. Daritza Mulero Méndez,President,"7,877,434,041,240",890200,"Carr 183 Km 1.7, Caguas, PR 00726",www.columbiacentral.edu
241331,Carlos Albizu University-San Juan,"Jose I. Pons-Madera, Ph.D.",President,"7,877,256,500",1072400,"151 Tanca St, Corner San Francisco St, Old San Juan, San Juan, PR 00902-3711",www.albizu.edu/Home
241377,Caribbean University-Bayamon,Dr. Ana E. Cucurella-Adorno,President,"787,780,007,051,001",1252500,"167 Ave.  Km 21.2, Bayamon, PR 00960-0493",www.caribbean.edu
241386,Caribbean University-Carolina,Ana E. Cucurella,President,"7,877,690,007",1252503,"Calle Ignacio Arzuaga #208, Carolina, PR 00985",www.caribbean.edu
241395,Pontifical Catholic University of Puerto Rico-Arecibo,Dr. Edwin Hernandez Vera,Rector,"78,788,112,126,000",393601,"Carretera 662 KM 2.3, Arecibo, PR 00614-4045",www.pucpr.edu/arecibo
241410,Pontifical Catholic University of Puerto Rico-Ponce,Jorge I. Velez Arocho,President,"78,784,120,001,002",393600,"2250 Boulevard Luis A. Ferre Aguayo Suite 608, Ponce, PR 00717-9997",www.pucpr.edu
241517,CEM College-San Juan,Hector Davila,Main School Director,"7,877,654,210,105",2189100,"1206  13th. Street  Ext San Agustin, San Juan, PR 00926-1931",www.cemcollege.edu/cem/
241614,Universidad Teologica del Caribe,Francisco Ortiz,President,"7,877,610,808,221",2335500,"Road 848 Km. 0.5 Callejon Marquez, Bo. Saint Just, Trujillo Alto, PR 00978-0901",www.utcpr.edu
241720,Colegio Universitario de San Juan,Dr. Phaedra Gelpi Rodríguez,Interim Chancellor,"7,874,802,400",1056700,"180 Jose Oliver St Tres Monjitas  Ind. Park, San Juan, PR 00918",www.cunisanjuan.edu
241739,Universidad Ana G. Mendez-Cupey Campus,Angel A. Toledo Lopez,Chancellor,"78,776,617,176,400",2587500,"1399 Ave. Ana G. Méndez, San Juan, PR 00926-2602",umet.suagm.edu/
241766,Conservatory of Music of Puerto Rico,Dr. Pedro Segarra-Sisamone,Chancellor,"7,877,510,160,223",1081900,"951 Ponce de Leon Avenue, San Juan, PR 00907-3373",cmpr.edu/
241793,Center for Advanced Studies On Puerto Rico and the Caribbean,Josue Caamano,Dean of Academic Affairs,"787,723,448,126",2166000,"Calle Del Cristo #52, San Juan, PR 00901",ceaprc.edu
241836,EDP University of Puerto Rico Inc-San Sebastian,Dr. Juan Avilés Font,Vice Chancellor,"7,878,962,137",2165101,"Betances # 49, San Sebastian, PR 00685",www.edpuniversity.edu/
241906,Emma's Beauty Academy-Mayaguez,Rolando Tamayo Ramirez,President,"7,878,330,980",2189300,"Calle Munoz Rivera 9 Oeste, Mayaguez, PR 00680",www.emmasbeautyacademy.com
241951,Escuela de Artes Plasticas y Diseno de Puerto Rico,Ileana Munoz Landron,Chancellor,"7,877,258,120",2569400,"Barrio Ballaja Campo Del Morro, San Juan, PR 00902-1112",www.eap.edu
242042,Instituto Tecnologico de Puerto Rico-Recinto de Manati,Ana M. Collazo Morales,Director,"78,785,422,502,010",2241910,"State Road 2  Km.47.3, Manati, PR 00674-1091",itec.pr/ITPR-Joomla/
242112,Huertas College,Maria del Mar Lopez,President,"78,774,614,001,022",2260800,"#41 Hector R Bunker  St, Caguas, PR 00725",www.huertas.edu
242121,Humacao Community College,Jorge E. Mojica Rodriguez,President,"7,878,521,430",2340600,"Georgetti St. #69, Humacao, PR 00791",www.hccpr.edu
242130,ICPR Junior College-Arecibo,Fernando González,Director,"7,878,786,000",1194001,"20 San Patricio, Arecibo, PR 00614-0067",www.icprjc.edu
242149,ICPR Junior College-Mayaguez,Sylvia Ramirez,Director,"7,878,326,000,229",1194002,"80 West McKinley St, Mayaguez, PR 00681-1108",www.icprjc.edu
242413,Richport Technical College,Richard Thompson Parker,President,"7,877,124,851",2593700,"Carreta 189 km 6.0  Rincon Industrial Park, Gurabo, PR 00778",www.richporttech.org/
242556,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Elizabeth Santiago Maldonado,Dean,"78,786,685,222,011",2241904,"Urb. Vives, Final Calle Paseo #2, Guayama, PR 00784-0000",www.de.gobierno.pr/
242565,Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Luis A. Rodriguez Santiago,Director,"7,878,431,305",2241908,"4820 Candido Hoyos Urb. Perla Del Sur, Ponce, PR 00717-0306",itec.dde.pr
242583,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,Luis R Gonzalez,Director,"78,776,424,832,011",2241907,"Calle Alegria Final Urb las Virtudes, San Juan, PR 00924",https://instituto-tecnologico-de-puerto-rico-1.jimdosite.com/
242617,Inter American University of Puerto Rico-San German,Prof. Agnes Mojica,Chancellor,"78,726,419,127,243",4254200,"Rd. 102 Km. 30.6, San German, PR 00683",www.sg.inter.edu/
242626,Inter American University of Puerto Rico-Aguadilla,Dr. Elie A. Agesilas,Chancellor,"78,789,109,252,100",393900,"Carr. 459 Int. 463, Barrio Corrales Sector Calero, Aguadilla, PR 00603",aguadilla.inter.edu
242635,Inter American University of Puerto Rico-Arecibo,Dr. Rafael Ramirez-Rivera,Chancellor,"78,787,854,753,268",502600,"Hwy 2 Km 80.4, Bo San Daniel Sector Las Canelas, Arecibo, PR 00614",www.arecibo.inter.edu/
242644,Inter American University of Puerto Rico-Barranquitas,Dr. Juan A. Negron-Berrios,Chancellor,"78,785,736,002,011",502700,"Bo Helechal Highway 156 Intersection 719, Barranquitas, PR 00794",www.br.inter.edu/
242653,Inter American University of Puerto Rico-Metro,Prof. Marilina Lucca-Wayland,Chancellor,"7,872,501,912",394000,"Highway #1 Km 16 3 Corner Francisco Sein St, San Juan, PR 00919",www.metro.inter.edu/
242662,Inter American University of Puerto Rico-Ponce,Dra. Vilma E. Colon,Chancellor,"7,872,841,912",502900,"104 Turpeaux Industrial Park Rd1, Mercedita, PR 00715-1602",www.ponce.inter.edu/
242680,Inter American University of Puerto Rico-Fajardo,Dr. Ismael Suarez,Chancellor - Acting,"7,878,632,390",2282800,"Calle Union-Batey Central Highway 195, Fajardo, PR 00738-7003",fajardo.inter.edu/
242699,Inter American University of Puerto Rico-Guayama,Dra. Angela De Jesus-Alicea,Chancellor,"7,878,642,222",2282700,"Bo Machete Highway 744 Km 1.2, Guayama, PR 00784",www.guayama.inter.edu/
242705,Inter American University of Puerto Rico-Bayamon,Dr. Carlos Olivares,Chancellor,"78,727,919,122,085",502800,"500 Carr. Dr. John Will Harris, Bayamon, PR 00957-6257",bayamon.inter.edu
242723,Inter American University of Puerto Rico-School of Law,Lic. Julio Fontanet-Maldonado,Dean,"78,775,119,122,100",4250900,"Calle Federico Costa 170 Urb Ind Tres Monjitas, San Juan, PR 00936-8351",www.derecho.inter.edu/inter/
242750,International Technical College,Liza Y. Hernandez-Cortiella,President,"7,877,678,389",2562500,"104 Loaiza Cordero St, San Juan, PR 00918-3325",intecpr.com
242820,Liceo de Arte y Tecnologia,Gretchen Manzanal,President and CEO,"78,799,924,732,356",2195800,"405 Ponce de Leon Ave., San Juan, PR 00917",www.liceo.edu
242945,Modern Hairstyling Institute-Bayamon,Israel  N Berrios,President,"7,877,780,300",2195400,"Betances #20 Esquina Degetau, Bayamon, PR 00961",www.modern.edu
242954,Modern Hairstyling Institute-Arecibo,Israel N Berrios,President,"7,877,780,300",2195500,"Vista Azul Shopping Center #2 Km.80.0, Arecibo, PR 00612",www.modern.edu
242972,National University College,Gloria E Baquero Lleras,President,"78,798,230,001,140",2260600,"Carr. #2 Edificio National College Plaza, Bayamon, PR 00960",www.nuc.edu
243081,Ponce Health Sciences University,David Lenihan,President and CEO,"575,575,257,502,575",2482400,"Urb Villa Flores Calle Acacia #1213, Ponce, PR 00731-0000",www.psm.edu
243106,University of Puerto Rico-Aguadilla,Dra. Ivelice Cardona,Chancellor,"78,789,026,812,207",1212300,"Belt St. Ramey Base, Aguadilla, PR 00604-6150",https://www.uprag.edu
243115,University of Puerto Rico-Arecibo,Carlos Andujar,Chancellor,"78,781,500,001,000",722800,"Finca las Dunas Carr 653 Ruta 129 Km 8, Arecibo, PR 00614-4010",www.upra.edu
243133,University of Puerto Rico-Bayamon,Miguel Velez-Rubio,Chancellor,"78,799,300,003,026",1097500,"Road 174 #170 Minillas Industrial Park, Bayamon, PR 00959",www.uprb.edu/
243142,University of Puerto Rico-Carolina,Prof. Jorge Valentin,Chancellor,"78,725,700,003,262",3016000,"Carretera 887 Bo San Anton, Carolina, PR 00984-4800",www.uprc.edu/
243151,University of Puerto Rico-Cayey,Dr. Glorivee Rosario-Perez,Acting Chancellor,"7,877,382,161",720600,"205 Antonio R. Barcelo Ave., Cayey, PR 00737-2230",www.cayey.upr.edu
243179,University of Puerto Rico-Humacao,Dr. Aida I. Rodríguez Roig,Chancellor,"7,878,500,000",394300,"Call Box 860, Humacao, PR 00792",www.uprh.edu
243188,University of Puerto Rico-Utuado,Dr. Luis Tapia Maldonado,Chancellor,"78,789,428,282,240",1092200,"Carr. # 10 Km. 52.2, Utuado, PR 00641",www.uprutuado.edu
243197,University of Puerto Rico-Mayaguez,Agustin Rullan Toro,Chancellor,"7,878,324,040",394400,"259 Boulevard Alfonso Valdez, Mayaguez, PR 00681",https://www.uprm.edu
243203,University of Puerto Rico-Medical Sciences,Dr. Segundo Rodriguez Quilichini,Chancellor,"78,775,825,251,708",2460000,"Rio Piedras Medical Center, Americo Miranda Avenue, San Juan, PR 00936-5067",www.rcm.upr.edu/
243212,University of Puerto Rico-Ponce,Tessie Cruz,Chancellor,"7,878,448,181",965200,"2151 Santiago de los Caballeros Avenue, Ponce, PR 00716-9996",www.uprp.edu
243221,University of Puerto Rico-Rio Piedras,Dr. Luis A Ferrao Delgado,Acting Chancellor,"7,877,640,000",710800,"39 Ponce de Leon  Ave, San Juan, PR 00931-0000",www.uprrp.edu
243346,Universidad Ana G. Mendez-Carolina Campus,Mildred Huertas Sola,Chancellor,"7,872,577,373",394100,"Carr. # 190 Esq. Calle 220 Bo. Sabana Abajo, Carolina, PR 00985-0985",une.suagm.edu/
243443,Universidad del Sagrado Corazon,Gilberto J Marxuach Torrós,President,"7,877,281,515",393700,"Calle Rosales Esq San Antonio Pda 26 1/2, Santurce, PR 00907",www.sagrado.edu
243498,Seminario Evangelico de Puerto Rico,Dr. Juan R. Mejias-Ortiz,Acting President,"7,877,636,700,251",2588600,"776 Ponce de Leon Avenue, San Juan, PR 00925",www.se-pr.edu/
243568,Universidad Central Del Caribe,Dra. Waleska Crespo,President,"78,779,830,012,323",2163300,"Ramon Ruiz Arnau University Hospital Laurel Ave, Bayamon, PR 00960-6032",www.uccaribe.edu/
243577,Universidad Politecnica de Puerto Rico,Ernesto Vazquez-Barquet,President,"7,876,228,000",2100000,"377 Ponce de Leon Ave, Hato Rey, PR 00919",www.pupr.edu
243586,Pontifical Catholic University of Puerto Rico-Mayaguez,Dra. Olga Hernandez de Patiño,Acting Rector,"78,783,451,515,027",393603,"482 Sur Calle Ramon Emerito Betances, Mayaguez, PR 00680-1713",https://mayaguez.pucpr.edu
243601,Universidad Ana G. Mendez-Gurabo Campus,David Méndez Pagán,Chancellor,"78,774,379,794,000",1171900,"Carr. # 189 Km 3.3, Gurabo, PR 00778-3030",ut.suagm.edu
243638,College of Micronesia-FSM,Joseph Daisy,President & CEO,"6,913,202,480,100",1034300,"Kolonia, Pohnpei, FM 96941",www.comfsm.fm
243647,Palau Community College,Patrick U. Tellei,President,"6,804,882,470",1100900,"9th Madalaii Hamlet, Koror, PW 96940",palau.edu
243665,University of the Virgin Islands,David Hall,President,"3,407,769,200",394600,"2 John Brewers Bay, Charlotte Amalie, VI 00802-9990",www.uvi.edu
243744,Stanford University,Marc Tessier-Lavigne,President,"6,507,232,300",130500,"Stanford, CA 94305",www.stanford.edu/
243780,Purdue University-Main Campus,Mitch Daniels,President,"7,654,944,600",182500,"Hovde Hall of Administration, West Lafayette, IN 47907-2040",https://www.purdue.edu
243799,Blue Hills Regional Technical School,James P. Quaglia,Supt-Dir,"7,818,285,800,229",552300,"800 Randolph St, Canton, MA 02021",www.bluehills.org/postgraduate-practical-nursing-program/
243823,Parker University,Dr. Bill Morgan,President,"9,724,386,932",2305300,"2540 Walnut Hill Lane, Dallas, TX 75229-5668",www.parker.edu/
243832,EDP University of Puerto Rico Inc-San Juan,Gladys Nieves,President,"78,776,535,601,240",2165100,"560 Ponce de Leon Ave.  Cr. Arroyo St., San Juan, PR 00919-2303",www.edpuniversity.edu
243841,ICPR Junior College-General Institutional,Awilda Fontanez,Director,"7,877,536,000",1194000,"558 Munoz Rivera Avenue, Hato Rey, PR 00919-0304",www.icprjc.edu
244233,City College-Fort Lauderdale,R. Esther Curry,President,"9,544,925,353",2515400,"2000 W. Commercial Boulevard, Fort Lauderdale, FL 33309",https://www.citycollege.edu
244279,Meridian College,Patrick McDermott,Campus Director,"9,413,774,880",2326800,"7020 Professional Pkwy E, Sarasota, FL 34240",www.meridian.edu
244437,Georgia State University-Perimeter College,Mark P. Becker,President,"4,044,132,000",157406,"33 Gilmer St., Atlanta, GA 30303-3083",perimeter.gsu.edu/
244446,Georgia Piedmont Technical College,"Tavarez D. Holston, Ed.D.",President,"40,429,795,221,282",562200,"495 N Indian Creek Dr, Clarkston, GA 30021-2397",www.gptc.edu
244613,ETI School of Skilled Trades,Marianna Caniglia,President,"6,304,774,000",2556100,"500 Joliet Road, Suite#100, Willowbrook, IL 60527",www.eticampus.com/
245281,Traxlers School of Hair,Thomas V Traxlers,President,"6,013,710,226",3263300,"2845 Suncrest Dr, Jackson, MS 39212",traxlerschool.com
245625,Warren County Community College,Dr. William Austin,President,"9,088,359,222",2503900,"475 Route 57 W, Washington, NJ 07882-4343",www.warren.edu
245652,St. John's College,Mark Roosevelt,President,"5,059,846,000",209300,"1160 Camino Cruz Blanca, Santa Fe, NM 87505-4599",www.sjc.edu
245777,Bais Medrash Elyon,Rabbi Israel Falk,CEO,"8,453,567,065",2622900,"73 Main Street, Monsey, NY 10952",baismedroshelyon.com/
245838,Antioch University-Los Angeles,Melissa Kirk,Assistant Vice Chancellor for Student Success,"3,105,781,080",301002,"400 Corporate Pointe, Culver City, CA 90230-7615",www.antiochla.edu
245847,Antioch University-Santa Barbara,Melissa Kirk,Assistant Vice Chancellor for Student Success,"8,059,628,179",301003,"602 Anacapa Street, Santa Barbara, CA 93101",www.antiochsb.edu
245865,Antioch University-New England,Melissa Kirk,Vice Chancellor for Academic Affairs,"6,033,573,122",301004,"40 Avon St, Keene, NH 03431",www.antiochne.edu
245883,Antioch University-Seattle,Melissa Kirk,Assistant Vice Chancellor for Student Success,2064415352,301005,"2326 6th Ave, Seattle, WA 98121-1814",www.antiochseattle.edu
245892,Antioch University-Midwest,Melissa Kirk,Assistant Vice Chancellor for Student Success,"9,377,691,800",301000,"900 Dayton St, Yellow Springs, OH 45387",midwest.antioch.edu/
245953,Mid-America Christian University,Dr. John Fozard,President,"4,056,913,800",694200,"3500 SW 119th St, Oklahoma City, OK 73170-9797",www.macu.edu
245962,Platt College,Cherly Beese,Executive Director,"9,186,639,000",2306800,"3801 S Sheridan, Tulsa, OK 74145",https://www.plattcolleges.edu
