business,legalformLabel,legalidLabel,dunsLabel,inceptionLabel
http://www.wikidata.org/entity/Q2308517,joint-stock company,,,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2310500,public limited company,,,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2319810,joint-stock company,549300IBJ0QJU1E0GW56,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2325499,public company,,,1934-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2328630,GmbH,,,
http://www.wikidata.org/entity/Q2329266,S.A.,,,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2329266,S.A.,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2330976,,,,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2331913,corporation,549300MZ7NGUZDCP2T16,,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2335199,public company,,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2340904,Naamloze vennootschap,,,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2347731,public company,,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2350420,joint-stock company,,,1886-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2353849,public company,,,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2357515,joint-stock company,5493002F0SC4JTBU5137,,1946-02-20T00:00:00Z
http://www.wikidata.org/entity/Q2357618,SE & Co. KGaA,529900MBF3N1ATE55378,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q2360847,open joint-stock company,,,1933-11-16T00:00:00Z
http://www.wikidata.org/entity/Q2365235,privately held company,,,1998-02-09T00:00:00Z
http://www.wikidata.org/entity/Q8025118,,,,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8025339,,,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8025558,public company,,,1958-02-12T00:00:00Z
http://www.wikidata.org/entity/Q8027166,,549300IGLYTZUK3PVP70,,1896-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8027166,,549300Z7J9Q8KKCN0H32,,1896-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8027406,,1I3SS35DN25WT5ATNI25,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8030218,,,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8030548,,549300OVC7PK14LQ8D87,,1883-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8033550,U.S. corporation,YPYKXXTR8TFDH54ZMB45,,1870-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8033997,,,,1931-10-01T00:00:00Z
http://www.wikidata.org/entity/Q8034666,,549300J0DYC0N31V7G13,,2005-03-01T00:00:00Z
http://www.wikidata.org/entity/Q8035166,,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8035757,U.S. corporation,D3W7PCXCBRQLL17DZ313,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8038212,public company,T9M5IGROL1TL1G5OV478,,1983-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8038871,,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8041701,,,,1985-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8041964,,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8042415,,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8042471,,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8043389,,,,
http://www.wikidata.org/entity/Q8044018,,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8044583,,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8044586,,,,
http://www.wikidata.org/entity/Q8044589,,,,2005-11-01T00:00:00Z
http://www.wikidata.org/entity/Q8044620,,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8044687,,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8044779,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8044926,,,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8046013,Delaware corporation,529900SEX4UQ2WLPRC40,,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8046104,,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8046570,,54930037NMSHFK2GN870,,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8049726,,,,1983-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8050154,,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8053341,joint-stock company,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8057802,,,,1831-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8058700,,,,1856-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8059885,,5493003YGJHJRZWR7N67,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8060442,,,,1926-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8061329,company,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8061336,,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8061773,,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8063267,,,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8063337,,,,2010-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8064381,public company,,,
http://www.wikidata.org/entity/Q8069225,,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8069229,,,,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8070607,,,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8070658,,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8070896,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8071259,,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8071921,public company,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8072576,,YYQWUR1Z2BCX32HQS333,,
http://www.wikidata.org/entity/Q8072579,,,,1873-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8072593,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8073337,,549300HD9Q1LOC9KLJ48,,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8073627,,,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8074134,public company,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8074159,,,,
http://www.wikidata.org/entity/Q8074786,,,,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8075252,,549300J0PDF58P6HZD25,,1978-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8075320,,,,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8075855,,549300TN1CMM1XYVSA13,,
http://www.wikidata.org/entity/Q8076584,,,,
http://www.wikidata.org/entity/Q8085893,public company,CI7MUJI4USF3V0NJ1H64,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8178679,,549300YYGDCO0N0T1621,,
http://www.wikidata.org/entity/Q8273105,,,,1906-01-01T00:00:00Z
http://www.wikidata.org/entity/Q8649354,,,,
http://www.wikidata.org/entity/Q8848362,,,,1997-07-21T00:00:00Z
http://www.wikidata.org/entity/Q9013416,,,,2014-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9014504,allmennaksjeselskap,,,2008-04-25T00:00:00Z
http://www.wikidata.org/entity/Q9137043,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9137468,joint-stock company,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9139115,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9141420,joint-stock company,,,
http://www.wikidata.org/entity/Q9144637,joint-stock company,,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9148678,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9150170,joint-stock company,,,
http://www.wikidata.org/entity/Q9158396,,,,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9159303,joint-stock company,,,
http://www.wikidata.org/entity/Q9160523,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9161656,joint-stock company,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9161664,joint-stock company,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9162607,joint-stock company,,,
http://www.wikidata.org/entity/Q9163362,joint-stock company,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9163391,joint-stock company,,,
http://www.wikidata.org/entity/Q9163394,joint-stock company,,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9164980,,,,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9168299,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9169597,joint-stock company,,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9169654,joint-stock company,,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9171914,joint-stock company,,,1950-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9177992,joint-stock company,,,1911-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9181393,joint-stock company,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9186387,,,,
http://www.wikidata.org/entity/Q9192339,joint-stock company,,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9252384,joint-stock company,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9253758,joint-stock company,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9254520,joint-stock company,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9256218,joint-stock company,,,
http://www.wikidata.org/entity/Q9257418,joint-stock company,,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6907265,public company,549300WM2I4U7OBAHG07,,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6911967,,,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6912239,,,,1949-04-13T00:00:00Z
http://www.wikidata.org/entity/Q6914636,,,,1957-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6916538,,,,1851-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6917594,,,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6917706,,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6918149,,,,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6925175,,,,
http://www.wikidata.org/entity/Q6926927,public company,,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6935806,,,,1896-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6939094,,,,1902-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6941284,,,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6942336,,,,
http://www.wikidata.org/entity/Q6952158,,,,1913-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6952813,,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6952868,,,,1856-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6952879,,,,
http://www.wikidata.org/entity/Q6954477,aktieselskab,,,1891-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6954692,,,,1993-08-04T00:00:00Z
http://www.wikidata.org/entity/Q6954702,public limited company,,,1974-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6954781,aktieselskab,,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6955096,,,,
http://www.wikidata.org/entity/Q6955139,,,,1905-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6955356,,,,
http://www.wikidata.org/entity/Q6955544,,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6955706,,,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6955984,,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6955989,,,,1859-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6956297,,,,1859-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6956324,,,,
http://www.wikidata.org/entity/Q6956890,,,,1984-07-12T00:00:00Z
http://www.wikidata.org/entity/Q6960637,,,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6961693,joint-stock company,,,1974-05-08T00:00:00Z
http://www.wikidata.org/entity/Q6962090,allmennaksjeselskap,,,1969-12-10T00:00:00Z
http://www.wikidata.org/entity/Q6963666,joint-stock company,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6963681,,,,
http://www.wikidata.org/entity/Q6964839,,,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6968762,,,,
http://www.wikidata.org/entity/Q6970500,,,,
http://www.wikidata.org/entity/Q6971495,public company,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6973855,,,,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6974456,,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6975043,,,,1905-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6978096,,,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6978710,,,,1972-02-07T00:00:00Z
http://www.wikidata.org/entity/Q6981538,,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6982423,,,,1983-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6982488,,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6982526,public company,3358008DDDK4NDB42Z33,,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6982526,public company,335800TC8CLDPMON3N33,,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6984346,,,,
http://www.wikidata.org/entity/Q6990264,,549300T6B0Q52I6OM558,,
http://www.wikidata.org/entity/Q6994181,,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6994325,,,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6994329,,,,1937-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6998273,,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q6998317,,5493005HZXZ3SPNVCV76,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7000660,,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7001355,,,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7002174,,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7002474,,,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7002903,,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7005027,,,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7005093,,,,1838-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7008861,,,,1982-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7009312,,,,
http://www.wikidata.org/entity/Q7010502,,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7011152,public company,,,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7012564,limited company,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7012977,,,,1918-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7017296,,,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7017778,,T8W3X1PFLPW2YE0UIP44,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7018524,,,,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7020906,,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7021083,,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7024819,,,,1950-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7026581,,,,
http://www.wikidata.org/entity/Q7035453,,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7039614,kabushiki gaisha,,,1931-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7039626,kabushiki gaisha,,,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7040930,kabushiki gaisha,,,1921-04-20T00:00:00Z
http://www.wikidata.org/entity/Q7041115,kabushiki gaisha,,,1907-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7045708,,,,1985-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7049673,,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7050428,,,,
http://www.wikidata.org/entity/Q7050535,,,,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7053620,,3BPWMBHR1R9SHUN7J795,,1923-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7053839,,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7055158,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7057831,,,,1872-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7059470,,,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7059529,corporation,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7059972,,,,
http://www.wikidata.org/entity/Q7060191,,,,1896-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7061228,allmennaksjeselskap,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7064069,,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7064394,,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7064481,,,,
http://www.wikidata.org/entity/Q7067712,,,,2001-04-16T00:00:00Z
http://www.wikidata.org/entity/Q11089221,,,,
http://www.wikidata.org/entity/Q11089230,,,,
http://www.wikidata.org/entity/Q11089243,,,,
http://www.wikidata.org/entity/Q11089403,,,,
http://www.wikidata.org/entity/Q11089563,,,,
http://www.wikidata.org/entity/Q11089624,,,,
http://www.wikidata.org/entity/Q11089826,,,,
http://www.wikidata.org/entity/Q11090227,public company,,,1976-07-07T00:00:00Z
http://www.wikidata.org/entity/Q11090228,public company,,,2000-08-01T00:00:00Z
http://www.wikidata.org/entity/Q11090229,,,,2004-04-08T00:00:00Z
http://www.wikidata.org/entity/Q11090232,,,,
http://www.wikidata.org/entity/Q11090258,,,,
http://www.wikidata.org/entity/Q11092063,,,,
http://www.wikidata.org/entity/Q11092329,,,,
http://www.wikidata.org/entity/Q11092335,,,,
http://www.wikidata.org/entity/Q11093272,,,,
http://www.wikidata.org/entity/Q11097140,,,,
http://www.wikidata.org/entity/Q11102462,company,,,
http://www.wikidata.org/entity/Q11102665,,,,
http://www.wikidata.org/entity/Q11103117,,,,
http://www.wikidata.org/entity/Q11103135,,,,
http://www.wikidata.org/entity/Q11103166,,,,
http://www.wikidata.org/entity/Q11103188,,,,
http://www.wikidata.org/entity/Q11103226,,,,
http://www.wikidata.org/entity/Q11103308,,,,
http://www.wikidata.org/entity/Q11103438,,,,
http://www.wikidata.org/entity/Q11103507,,,,
http://www.wikidata.org/entity/Q11103512,,,,
http://www.wikidata.org/entity/Q11103537,,,,
http://www.wikidata.org/entity/Q11103591,,,,
http://www.wikidata.org/entity/Q11103825,public company,,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11103861,,,,
http://www.wikidata.org/entity/Q11103942,,,,
http://www.wikidata.org/entity/Q11104021,,,,
http://www.wikidata.org/entity/Q11104175,joint-stock company,,,2001-05-18T00:00:00Z
http://www.wikidata.org/entity/Q11104472,,,,
http://www.wikidata.org/entity/Q11107271,,,,1964-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11111355,,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11112613,company,,,
http://www.wikidata.org/entity/Q11113014,,,,
http://www.wikidata.org/entity/Q11115641,company,,,
http://www.wikidata.org/entity/Q11117051,,,,
http://www.wikidata.org/entity/Q11119788,,,,
http://www.wikidata.org/entity/Q11120489,,,,
http://www.wikidata.org/entity/Q11120554,,,,
http://www.wikidata.org/entity/Q11120555,,,,
http://www.wikidata.org/entity/Q11120561,,,,
http://www.wikidata.org/entity/Q11120784,,,,
http://www.wikidata.org/entity/Q11120849,,,,
http://www.wikidata.org/entity/Q11121084,,,,
http://www.wikidata.org/entity/Q11121099,,,,
http://www.wikidata.org/entity/Q11121101,,,,
http://www.wikidata.org/entity/Q11122526,,,,
http://www.wikidata.org/entity/Q11123589,,,,
http://www.wikidata.org/entity/Q11123593,,,,
http://www.wikidata.org/entity/Q11123915,,,,
http://www.wikidata.org/entity/Q11123987,,,,
http://www.wikidata.org/entity/Q11125119,,,,
http://www.wikidata.org/entity/Q11125852,,,,
http://www.wikidata.org/entity/Q11125861,,,,
http://www.wikidata.org/entity/Q11126179,,,,
http://www.wikidata.org/entity/Q11129178,,,,
http://www.wikidata.org/entity/Q11129183,company,,,
http://www.wikidata.org/entity/Q11129495,company,,,
http://www.wikidata.org/entity/Q11131102,,,,
http://www.wikidata.org/entity/Q11131226,,,,
http://www.wikidata.org/entity/Q11131231,,,,
http://www.wikidata.org/entity/Q11131237,,,,
http://www.wikidata.org/entity/Q11131238,,,,
http://www.wikidata.org/entity/Q11131389,,,,
http://www.wikidata.org/entity/Q11131604,,,,
http://www.wikidata.org/entity/Q11132150,,,,1987-11-01T00:00:00Z
http://www.wikidata.org/entity/Q11132296,,,,
http://www.wikidata.org/entity/Q11132515,,,,
http://www.wikidata.org/entity/Q11132651,,,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11132652,,,,
http://www.wikidata.org/entity/Q11132745,,,,
http://www.wikidata.org/entity/Q11132782,,,,
http://www.wikidata.org/entity/Q11133054,company,,,
http://www.wikidata.org/entity/Q11133848,company,,,
http://www.wikidata.org/entity/Q11133911,,,,
http://www.wikidata.org/entity/Q11133933,,,,
http://www.wikidata.org/entity/Q11134329,,,,
http://www.wikidata.org/entity/Q11134907,,,,1998-07-16T00:00:00Z
http://www.wikidata.org/entity/Q11134943,,,,
http://www.wikidata.org/entity/Q11135108,public company,,,2007-01-24T00:00:00Z
http://www.wikidata.org/entity/Q11135158,,,,
http://www.wikidata.org/entity/Q11135448,,,,2001-07-12T00:00:00Z
http://www.wikidata.org/entity/Q11135547,company,,,
http://www.wikidata.org/entity/Q11138978,,,,1995-12-01T00:00:00Z
http://www.wikidata.org/entity/Q11140286,company,,,1991-12-20T00:00:00Z
http://www.wikidata.org/entity/Q11140786,,,,
http://www.wikidata.org/entity/Q11141416,company,,,
http://www.wikidata.org/entity/Q11141563,company,,,2000-10-30T00:00:00Z
http://www.wikidata.org/entity/Q11141756,company,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11143325,,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q11143927,,,,
http://www.wikidata.org/entity/Q11144804,,,,
http://www.wikidata.org/entity/Q11144887,,,,
http://www.wikidata.org/entity/Q11144998,,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9260046,joint-stock company,,,
http://www.wikidata.org/entity/Q9264870,joint-stock company,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9265848,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9281217,,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9281221,joint-stock company,,,1922-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9281264,joint-stock company,,,1913-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9284798,joint-stock company,,,
http://www.wikidata.org/entity/Q9295247,joint-stock company,,,
http://www.wikidata.org/entity/Q9296282,joint-stock company,,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9304001,,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9305102,joint-stock company,,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9307462,joint-stock company,,,
http://www.wikidata.org/entity/Q9339500,joint-stock company,,,1994-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9345987,S.A.,,,1932-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9348767,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9350386,joint-stock company,,,1945-09-01T00:00:00Z
http://www.wikidata.org/entity/Q9355352,joint-stock company,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9356248,joint-stock company,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9356421,joint-stock company,,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9356429,joint-stock company,,,2008-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9360153,joint-stock company,,,
http://www.wikidata.org/entity/Q9361373,joint-stock company,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9364031,joint-stock company,,,1989-02-14T00:00:00Z
http://www.wikidata.org/entity/Q9368052,,,,
http://www.wikidata.org/entity/Q9368707,joint-stock company,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9368933,joint-stock company,,,
http://www.wikidata.org/entity/Q9369274,joint-stock company,,,1840-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9371572,S.A.,,,1898-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9374303,,,,
http://www.wikidata.org/entity/Q9375417,joint-stock company,,,1912-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9377578,joint-stock company,,,
http://www.wikidata.org/entity/Q9379176,spółka akcyjna,,,1998-09-16T00:00:00Z
http://www.wikidata.org/entity/Q9383712,joint-stock company,,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9384590,public company,,,1950-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9385587,joint-stock company,,,
http://www.wikidata.org/entity/Q9386270,joint-stock company,,,1923-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9386284,joint-stock company,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9386296,joint-stock company,,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9386310,joint-stock company,,,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9387329,joint-stock company,,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9390226,joint-stock company,,,
http://www.wikidata.org/entity/Q9397609,joint-stock company,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9555634,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9645063,,,,1925-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9645209,,,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q9645252,,,,
http://www.wikidata.org/entity/Q9645404,,,,1929-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10272499,Sociedade Anônima,,,2007-10-25T00:00:00Z
http://www.wikidata.org/entity/Q10272531,public company,,,
http://www.wikidata.org/entity/Q10294493,,,,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10300984,,,,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10302947,public company,,,
http://www.wikidata.org/entity/Q10303178,,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10319490,sociedade anônima,,,1973-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10322293,public company,,,1936-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10372426,,,,
http://www.wikidata.org/entity/Q10379693,,,,
http://www.wikidata.org/entity/Q10384690,company,,,
http://www.wikidata.org/entity/Q10394124,,,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10394366,,,,
http://www.wikidata.org/entity/Q10397787,,,,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10405662,company,,,
http://www.wikidata.org/entity/Q10426347,,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10453570,julkinen osakeyhtiö,,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10458056,joint-stock company,,,1855-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10481240,,,,
http://www.wikidata.org/entity/Q10491006,private company limited by shares,,,1972-10-31T00:00:00Z
http://www.wikidata.org/entity/Q10497241,aktieselskab,,,1890-01-01T00:00:00Z
http://www.wikidata.org/entity/Q10538390,,,,
